dynamic_range_mv,flat_pct,clip_pct,baseline_drift,hf_noise_ratio,snr_proxy,kurt,mean_hr_bpm,rr_cv,pct_physiologic_hr,sqi_score_ecg,gt_2,gt_5,gt_4,gt_6,gt_93,gt_98,gt_142
0.681,0.08079175924055745,0.0,0.030990797469480923,0.020100201534355263,0.7335926256208796,4.065111919306407,64.03772553307819,0.01717769962330581,100.0,0.6827463231652223,1,0,0,0,0,0,0
2.045,0.08079175924055745,1.54,0.13599902377447132,0.008080792960598604,0.2367374337981716,5.181143829195177,47.00313599623091,0.059431454744665,100.0,0.6481002991795787,1,0,1,0,0,0,0
1.107,0.1615835184811149,0.0,0.08781667212140797,0.01874019261724923,0.2910752225464838,3.0186613142674608,64.23982869379014,0.22992353517375164,100.0,0.6239732794687554,1,0,0,0,0,0,0
3.002,0.04039587962027873,0.0,0.3255713697444421,0.002664720673256285,0.24405253398506263,1.288889789080712,76.04672681008557,0.05175400710984663,100.0,0.5936041129499315,1,0,0,0,0,0,0
2.0709999999999997,0.3433649767723692,0.0,0.1302913230261793,0.004229372614681186,0.5501276545104101,6.433388805298227,66.59275683665928,0.05373296385872151,100.0,0.7002184174754394,1,0,0,0,0,0,0
1.814,0.060593819430418104,0.0,0.05514853542227154,0.016155019249133016,2.728749877974516,22.189006083629305,82.32327034555448,0.04882893811224605,100.0,0.9161584686607175,1,0,0,0,0,0,0
1.176,0.20197939810139365,0.0,0.029438541137869454,0.006625701109909709,2.7477139814374945,23.207960805296114,62.24066390041494,0.01806702840511874,100.0,0.9167823176357279,1,0,0,0,0,0,0
1.525,0.14138557867097556,0.0,0.32510409953581215,0.0038295873603635035,0.03032674240012238,-1.1482845591873325,73.71007371007371,0.01741562714104396,100.0,0.5527497997837527,0,0,0,0,0,0,0
0.879,0.060593819430418104,0.0,0.04362493195675223,0.003620514466447947,0.6262157721899188,4.495903918169022,60.97560975609756,0.033261322146790666,100.0,0.6790450136660503,1,0,0,0,0,0,0
1.249,0.9089072914562714,0.0,0.08056141114752731,0.01471199976821116,0.8594576165404961,13.00382651141912,62.47074730875241,0.07502206998175731,100.0,0.7818513493148426,1,0,0,0,0,0,0
1.662,0.060593819430418104,0.0,0.17983727127776308,0.0021858179869042385,0.23602297580695092,0.7895256050098083,68.57357568925838,0.09857345538207725,100.0,0.5852754176322903,1,0,0,0,0,0,0
0.956,1.0502928701272471,0.0,0.02333298713244331,0.0025237660021541824,0.7272813946671761,15.758694746531805,188.67924528301887,0.5235000306528195,100.0,0.7692355030162251,1,0,1,0,0,0,0
1.021,0.060593819430418104,0.0,0.05500285608733202,0.0059911259553975926,1.002586031495395,6.120534410139355,78.64357864357865,0.01746723552944414,100.0,0.7383724566987118,1,0,0,0,0,0,0
1.152,0.9291052312664108,0.0,0.05655458275020551,0.00614145712698946,1.0466476952283041,13.588662728317995,76.14213197969544,0.07940395023668272,100.0,0.7987570415226154,1,0,0,0,0,0,0
1.7400000000000002,0.22217733791153302,0.1,0.1369899404105569,0.003481097546645995,0.3606212014189968,3.4399715326386495,58.708414872798436,0.08820585490866177,100.0,0.6368446404887401,1,0,0,0,0,0,0
1.3900000000000001,0.08079175924055745,0.0,0.01723982711471889,0.005994221186856969,2.8086777613935268,7.904312952773241,81.74386920980926,0.0442735623117254,100.0,0.8884481434168693,1,0,0,0,0,0,0
1.092,0.14138557867097556,0.0,0.04610645058933482,0.008286446978941295,1.1061512095280586,0.21520874755644703,140.51599315519283,0.11355532259004929,100.0,0.6588060712233488,0,1,0,0,0,0,0
1.181,0.04039587962027873,0.0,0.04216276115821781,0.009462250409276741,1.7509974012796525,1.1080929884133726,135.74660633484163,0.12315586751105662,100.0,0.7241380139122645,0,0,0,0,0,0,0
1.7850000000000001,0.20197939810139365,0.0,0.05664257846608255,0.0026630880952788053,1.124167861704572,17.675709596503243,57.58157389635316,0.08155627487736083,100.0,0.8070307259933956,1,0,0,0,0,0,0
1.135,0.08079175924055745,0.0,0.027496663755113858,0.006237226330921959,1.5736579974975298,1.1071192535638508,139.86089980439033,0.008177641922279212,100.0,0.7108070420651454,0,0,0,0,0,0,0
1.315,2.5651383558876995,0.0,0.07657374857377458,0.014200090755133815,0.8197531476576523,11.185436659611279,72.99270072992701,0.06750144382685391,100.0,0.7748639258845339,1,0,0,0,0,0,0
1.043,0.060593819430418104,0.0,0.0591038766569615,0.03318880603499919,0.5240316054170718,2.8276186657896902,78.53403141361257,0.04082500390703923,100.0,0.6441697011831183,0,0,0,0,0,0,0
1.223,0.1615835184811149,0.0,0.05580871854012671,0.004590709605890887,1.0404513998085079,1.8664303310913564,127.65957446808511,0.01349508970793202,100.0,0.677738227453477,0,0,0,0,0,0,0
0.862,0.7675217127852959,0.0,0.015927805379936284,0.0037296187189090895,0.40879133456730676,1.9150067423740937,80.21390374331551,0.38981618681449526,100.0,0.6178180442092334,1,0,0,0,0,0,0
1.222,0.10098969905069682,0.0,0.02758154129931587,0.014147512231157148,1.8111347616111462,17.567781891478287,88.75739644970413,0.022105579563223416,100.0,0.8617036357485783,1,0,0,0,0,0,0
1.404,0.1817814582912543,0.0,0.13833778771718586,0.005048066465670848,0.3853321104545068,1.3231195904429711,87.97653958944281,0.003286731322166432,100.0,0.6078059257942044,0,0,0,0,0,0,0
0.563,0.28277115734195113,0.0,0.03454179848841794,0.00393053073893119,0.5022909668201889,3.1975465321922973,63.69426751592357,0.05537044812566868,100.0,0.6471626003071089,1,0,0,0,0,0,0
1.067,0.04039587962027873,0.0,0.03564283587217556,0.007319585449643553,1.9150942350867282,5.484382320198913,88.62648583547153,0.008814609511529558,100.0,0.801320472461777,0,0,0,0,0,0,0
1.013,0.6867299535447384,0.0,0.06225207782829806,0.05670679933224076,0.6379582461309949,3.395255251592072,95.54140127388536,0.055557933282550175,100.0,0.6624066343753708,1,0,0,0,0,0,0
2.5780000000000003,0.10098969905069682,0.0,0.25571932631788286,0.003041929420718067,0.30252531130406435,1.0369367407812584,63.898415809243836,0.010087986121054536,100.0,0.5955024716271399,0,0,0,0,0,0,0
1.6480000000000001,0.22217733791153302,0.1,0.054459207108280214,0.010225648266836931,1.1753362265478966,17.80383417440173,67.79738922596064,0.02224912271605138,100.0,0.8112234411256423,1,0,0,0,0,0,0
2.261,0.060593819430418104,0.0,0.12709799135602795,0.014018664306286628,1.1120532693989398,6.298011500294688,99.33774834437087,0.04686318391942186,100.0,0.7507260524721554,0,0,0,0,0,0,0
1.865,0.1615835184811149,0.0,0.08463075392756172,0.011868242357833255,1.8119732862275297,13.581749377857218,75.28337531486146,0.017243474171771276,100.0,0.8616418687121534,1,0,0,0,0,0,0
1.254,0.08079175924055745,0.0,0.05452380716436103,0.003588838312848585,1.4011815435755444,0.8743550761286905,133.33333333333334,0.06426175789555319,100.0,0.6937001053286486,0,0,0,0,0,0,0
1.775,0.060593819430418104,0.0,0.021042542836730013,0.008539234280815733,3.0063160009887184,16.16986124690435,74.81296758104737,0.03235957539779534,100.0,0.9286218899599514,1,0,0,0,0,0,0
1.014,0.08079175924055745,0.0,0.045042753402708254,0.016671989408207615,1.3220865523703451,10.107372211883249,90.09333994679172,0.04764434902338951,100.0,0.8241046533319141,1,0,0,0,0,0,0
1.178,0.4645526156332054,0.18,0.041783787125890086,0.005040669279434146,0.9160138996663056,14.810878833772644,57.25190839694656,0.1015350193201815,100.0,0.7875678804516852,1,0,0,0,0,0,0
1.171,0.04039587962027873,0.0,0.05885707835639597,0.012872573810529517,0.755509403420484,3.3795618453787384,73.08431847315197,0.03195741169726446,100.0,0.6746058933276958,1,0,0,0,0,0,0
1.083,0.14138557867097556,0.0,0.060358394573037585,0.006574405352813364,0.8944300251521344,2.9084375716418,88.75739644970413,0.011363175993365454,100.0,0.680227571907852,0,0,0,0,0,0,0
0.8680000000000001,0.14138557867097556,0.08,0.03501909798416812,0.019594143442980567,0.6274955779230315,6.871989764202848,64.24012325299879,0.08134654693777682,100.0,0.7144872693732286,1,0,0,0,0,0,0
2.12,0.060593819430418104,0.0,0.046402853490405446,0.004124926254336201,1.6786267549312697,12.764770096870977,72.46376811594203,0.012491783388329349,100.0,0.8521701293963974,0,0,0,0,0,0,0
1.352,0.6261361341143203,0.0,0.015953702886677353,0.005642248493152084,1.6175824677874624,23.831623778454492,57.915057915057915,0.060182183289104074,100.0,0.8464610468342444,1,0,0,0,0,0,0
2.0,0.24237527772167242,0.0,0.045240886941596725,0.008206101120747513,1.726881346752743,19.559408563871173,79.15567282321899,0.03631068385435343,100.0,0.8553592091381519,1,0,0,0,0,0,0
